MaskID,long,lat,imageLat,imageLong,imageYear,imageMonth,panoid,dist,ht_ndx_c
2015,-79.889905,37.30748167,37.30750356,-79.8899732,2019,6,DvCOXeFrSYm_5CH5ZBfpBA,6.504346037,27.86729332
2015,-79.889905,37.30748167,37.30749445,-79.88992647,2016,8,F_UsuKiFH0ZY2ApI4q6oKA,2.371843098,27.86729332
2015,-79.889905,37.30748167,37.30744878,-79.8900453,2015,10,2lUxIaOFsdzWZAtmsncbMA,12.93681612,27.86729332
2016,-79.88995167,37.30758833,37.30759287,-79.89000404,2019,6,RlcmC5qncYIi4AOaow_X7g,4.659281238,27.86729332
2016,-79.88995167,37.30758833,37.30762279,-79.8899603,2016,8,XY2cmwhFMXQ15-gciuFLVg,3.907123697,27.86729332
2016,-79.88995167,37.30758833,37.30753715,-79.89012159,2015,8,HbXS0B5vSmmWzY1Gi2nPXg,16.07000225,27.86729332
2017,-79.88996833,37.30769833,37.30768582,-79.89001797,2019,6,vMVEu00RjES4Ua5-CfBA6g,4.605118022,28.00411492
2017,-79.88996833,37.30769833,37.30771033,-79.88996021,2016,8,kgkNSDeIgN2Ppr7jxKs9hg,1.515560564,28.00411492
2017,-79.88996833,37.30769833,37.30768992,-79.88997645,2015,10,qvm0WwnCmRpw46CL18NZ1w,1.178671453,28.00411492
2018,-79.88996833,37.30780333,37.30777874,-79.89001651,2019,6,NU088ED_nzaFzpcD-54Y-g,5.063438432,28.00411492
2018,-79.88996833,37.30780333,37.30779403,-79.88994825,2016,8,bmnI16ddnyUEdRCOMkHn-Q,2.054701285,28.00411492
2018,-79.88996833,37.30780333,37.30778638,-79.8899767,2015,10,FGCuJKtwILkkkQqwfUtdEg,2.024994239,28.00411492
2019,-79.88994333,37.30790167,37.30787065,-79.89000054,2019,6,SEiTZrRIvMzwP5klj4OkqA,6.12356252,27.86100776
2019,-79.88994333,37.30790167,37.3078729,-79.88992715,2016,8,51reqgXhl7qFENN9_PsIGQ,3.504174019,27.86100776
2019,-79.88994333,37.30790167,37.30788895,-79.89008375,2015,10,T0AbbFyzTpPwIEIGAC92Hg,12.49925501,27.86100776
2020,-79.88990333,37.307995,37.30804662,-79.88992604,2019,6,PBoQ7W_iqqMPyFSH8Zrzgg,6.080873767,27.86100776
2020,-79.88990333,37.307995,37.30804752,-79.88982848,2016,8,XDCwZHAfS1ZCFkvgGrtTdA,8.827543053,27.86100776
2020,-79.88990333,37.307995,37.30806059,-79.88987624,2015,10,Qflh7wyO4zrVgxPUdhdMdA,7.676660813,27.86100776
2021,-79.88984667,37.30808667,37.30812992,-79.88987188,2019,6,2U3Pr0Pv6azA2BrPlDpJ0A,5.300410302,26.93705556
2021,-79.88984667,37.30808667,37.30807201,-79.88979491,2016,8,Rdfb77YN025bwg5RMSzVwQ,4.859568935,26.93705556
2021,-79.88984667,37.30808667,37.30815089,-79.88995526,2015,10,3RCc_BtbjWwv7cFyPDMIpg,11.9681186,26.93705556
2022,-79.88978167,37.30818333,37.30816552,-79.8897158,2019,6,S8H39SOTxjdeET2kG8RR3w,6.153162906,26.93705556
2022,-79.88978167,37.30818333,37.30808711,-79.88975065,2016,8,F8nsNwdGE5gHUj-H3dkasw,11.04553314,26.93705556
2023,-79.88971667,37.30827667,37.30831623,-79.88969982,2019,6,wacb40hoktOxGD8shAF30g,4.644653973,26.93183333
2023,-79.88971667,37.30827667,37.30836014,-79.88982165,2015,10,_N9UlSnsCjgYBP6OYegnjw,13.1282124,26.93183333
2024,-79.88965167,37.30838,37.30840477,-79.88964173,2019,6,9Rk5NMdzWgKwVqwz8fPVnw,2.890756446,26.93183333
2024,-79.88965167,37.30838,37.30843692,-79.8896296,2015,10,dfZe6TU6cN41YbcgFYa70A,6.623164788,26.93183333
2025,-79.88959833,37.30848167,37.30849246,-79.88958517,2019,6,tNib213cKY5hJKJEDTZBsg,1.671428269,26.82444444
2025,-79.88959833,37.30848167,37.30851893,-79.8895821,2015,10,b6565wTDPgEp6ElqMzMDkw,4.384856246,26.82444444
2026,-79.88954167,37.30858167,37.30858141,-79.88953571,2019,6,tmYHGmUsZkxUq-GlKy9eOA,0.527842779,26.82444444
2026,-79.88954167,37.30858167,37.3086045,-79.8895393,2015,10,qlxI4UMMPLPIV417YTAXGQ,2.546985104,26.82444444
2027,-79.88949833,37.30868833,37.30867266,-79.88949599,2019,6,NQCQmfRuh40C3a0bRDJnMw,1.755183581,26.94488889
2027,-79.88949833,37.30868833,37.30869124,-79.88950453,2015,10,WHvGlXVHz15Tja_cj_llsA,0.636533303,26.94488889
2028,-79.88946833,37.3088,37.30876447,-79.8894695,2019,6,P2HLk4DjyR_KQZzG63QEug,3.952000716,26.94488889
2028,-79.88946833,37.3088,37.3087827,-79.88947864,2015,10,euinldtHoH7fgQzmWlDstw,2.1287284,26.94488889
2029,-79.88946167,37.30890167,37.30885764,-79.8894578,2019,6,jBPzKZ7rjxyqrTtfmCTRdA,4.908167269,26.74055556
2029,-79.88946167,37.30890167,37.3088772,-79.88946557,2015,10,1Omb4xTZY9M5gfrgC6W3wA,2.74220874,26.74055556
2030,-79.88947833,37.30900833,37.30904266,-79.8894736,2019,6,LsTuUy9CdbHqxWNqzUlluQ,3.839737316,26.74055556
2030,-79.88947833,37.30900833,37.30903746,-79.88958509,2015,10,8SmucpeH3BspEFCU7R3ITw,9.982167562,26.74055556
2031,-79.88951333,37.309105,37.30913214,-79.88950085,2019,6,e6YKXX1Plgj6v0aVvTvUZg,3.213672809,26.62794444
2031,-79.88951333,37.309105,37.30910371,-79.88950359,2015,10,BQkTC_t_zUX3NWdX9czR0A,0.873448183,26.62794444
2032,-79.88955667,37.30919333,37.30921848,-79.88954032,2019,6,XvgZKRJlKBxPe7Rrx4U6cw,3.148441054,26.62794444
2032,-79.88955667,37.30919333,37.30918874,-79.88954195,2015,10,wgq9jVGvBVv-bPcIY0TrHg,1.398599538,26.62794444
2033,-79.88960833,37.30928833,37.30930213,-79.88959167,2019,6,PY3Qd8PJC774XDcszHtn3g,2.127291061,26.86622222
2033,-79.88960833,37.30928833,37.30927002,-79.88959209,2015,10,Ix6eUDNTPO8yDrHwGNVENg,2.491411707,26.86622222
2034,-79.889675,37.30937333,37.30938064,-79.88965472,2019,6,gJBOCPQHybz9HCq0bQQR-w,1.969517385,26.86622222
2034,-79.889675,37.30937333,37.30934591,-79.88965096,2015,10,JnE4rjVEDfJtxWtkTiEBLQ,3.717221071,26.86622222
2035,-79.889745,37.309455,37.30945178,-79.88972784,2019,6,9A5pc4XiV3fXP1gC0QCgFQ,1.558979385,26.76144444
2035,-79.889745,37.309455,37.30937681,-79.88980089,2015,10,4lg7c0bsqosZE1slVh1NpQ,10.00116953,26.76144444
2036,-79.88983,37.309525,37.30951625,-79.88981259,2019,6,5VC46m8HdICMgwjKm4wr0w,1.821548244,26.76144444
2036,-79.88983,37.309525,37.3095201,-79.88983677,2015,10,MyJIFVd01ZAPc-47EDa1nQ,0.80930945,26.76144444
2037,-79.89004,37.309635,37.3096214,-79.89000703,2019,6,T3vvZqpFB6XbNvtoEJ6EUw,3.284792787,26.76144444
2037,-79.89004,37.309635,37.30962735,-79.89002266,2015,10,hWVglMaSpiE_oCUMxfjiXA,1.753611759,26.76144444
2038,-79.89028,37.30970167,37.30969352,-79.89022402,2019,6,9FDgcjvUHGVlDytZVHuh0Q,5.03298487,26.87144444
2038,-79.89028,37.30970167,37.3095933,-79.89022325,2015,10,gfuyeneNGG17YLRvuzsBdw,13.05327092,26.87144444
2039,-79.890405,37.30972,37.30972392,-79.89045468,2019,6,hay2sqw_AH1Gy3pk7JwCpw,4.415727497,26.87144444
2039,-79.890405,37.30972,37.30962167,-79.89049595,2015,10,Io1QaDLiLqgq-viUIgFUpQ,13.57378123,26.87144444
2040,-79.89053167,37.30972167,37.30972265,-79.89057232,2019,6,47xY_sG5o3iB2GSLx-BitQ,3.596856729,26.75883333
2040,-79.89053167,37.30972167,37.30962012,-79.89055216,2015,10,khdvGBzA1CfW31hIR6l_2Q,11.4362917,26.75883333
2041,-79.89065833,37.30972,37.30971029,-79.89068885,2019,6,QgV2R66a_MJZ-fakEzM-QA,2.906837022,26.75883333
2041,-79.89065833,37.30972,37.30960978,-79.89065929,2015,10,y-1RVYurdXX0umV2ZyF3RA,12.25580554,26.75883333
2043,-79.89091167,37.30966333,37.30965813,-79.89091259,2019,6,I1wHMIjG-xiLV4xqh8LJPA,0.584194472,26.76144444
2043,-79.89091167,37.30966333,37.30956544,-79.89086594,2015,10,cpCusgagTlZDqdzKp58AWQ,11.61208686,26.76144444
2044,-79.891045,37.30962333,37.30962489,-79.89102296,2019,6,GjToulUNaKhIt61EsIuS0A,1.956808136,26.76405556
2044,-79.891045,37.30962333,37.30953648,-79.89097162,2015,10,JaSZP2Nl94vBYTp2C54E6w,11.63530623,26.76405556
2045,-79.89118,37.309585,37.30959001,-79.89113214,2019,6,uyxL6uyV4hcs5ixhH6MTYQ,4.269359361,26.76405556
2045,-79.89118,37.309585,37.30950451,-79.89107883,2015,10,6PbJdTdfuBKelcdxvVBwIQ,12.65574309,26.76405556
2046,-79.89131667,37.30954333,37.30952319,-79.89135075,2019,6,RzAoBISn76XabHytGsBDSQ,3.754982793,26.76666667
2046,-79.89131667,37.30954333,37.3094269,-79.89134674,2015,10,kKKL9hKRgua2VvQGb47HmQ,13.21677631,26.76666667
2047,-79.89145333,37.30950167,37.30949078,-79.89146044,2019,6,D8en8UYxxrGdIWNY_V2_Tg,1.364130906,26.76666667
2047,-79.89145333,37.30950167,37.30948194,-79.89147317,2015,10,hRbGxK5ikD_Hiv1SJu1-Qg,2.809007541,26.76666667
2048,-79.891595,37.30945667,37.30945843,-79.89157073,2019,6,qyoJMgIufr4jBAI-Vz4Naw,2.155140325,26.65666667
2048,-79.891595,37.30945667,37.30944718,-79.89158645,2015,10,BnVZ-e7N4a0H2_ceJhFyJg,1.29821055,26.65666667
2049,-79.89174167,37.30941333,37.30939318,-79.89179165,2019,6,IVZQk_Vx4GgBdkZ5Mf4CbQ,4.955980203,26.65666667
2049,-79.89174167,37.30941333,37.309395,-79.89175927,2015,10,mTQJMpiOPA4QvnRwuM36qg,2.565010924,26.65666667
2050,-79.89189,37.30937167,37.30936052,-79.89190126,2019,6,cH3bQK32QryuBI8vEbEitA,1.590196444,26.76927778
2050,-79.89189,37.30937167,37.30928132,-79.89183394,2015,10,lqOpkUIgOHxAIS-rZqoGCg,11.20369542,26.76927778
2051,-79.89204167,37.30932833,37.30932819,-79.89201283,2019,6,hSvYyab6_uhjx4L_n1TvHQ,2.55113789,26.76927778
2051,-79.89204167,37.30932833,37.3092492,-79.89193953,2015,10,#NAME?,12.61049135,26.76927778
2052,-79.8922,37.309285,37.30926811,-79.89223289,2019,6,5aEYhZFClof41IJsT2A7mw,3.46211226,26.78233333
2052,-79.8922,37.309285,37.30917216,-79.89219521,2015,10,_BAe3i4C1GN1nG1VEzGuLw,12.55470305,26.78233333
2053,-79.89235667,37.309245,37.30914334,-79.89229687,2019,6,O-i-Ra4jPoaodoisMthKBA,12.48021801,26.78233333
2053,-79.89235667,37.309245,37.30914369,-79.89229722,2015,10,hCi3xe4PjpTOOV3Purhxtw,12.43192031,26.78233333
2054,-79.89251667,37.30920667,37.30909051,-79.89252326,2019,6,w6P6hMFt7i-UXe-2n9n4Ww,12.9297783,26.68538889
2054,-79.89251667,37.30920667,37.30915746,-79.89257682,2015,8,W4m6iwDht-IpeyQ_LeEgUA,7.63153672,26.68538889
2055,-79.892675,37.309175,37.30907183,-79.89263671,2019,6,RZXH-drdKfRXETpZ7tCZhA,11.96170457,26.68538889
2055,-79.892675,37.309175,37.30907609,-79.89261398,2015,10,C0tcjLD13gjbnu-uGQrRxQ,12.25052407,26.68538889
2056,-79.89283167,37.30915167,37.30904517,-79.89286505,2019,6,9yR3qv375QB_HNTTn0-MIA,12.20451776,26.798
2056,-79.89283167,37.30915167,37.3090477,-79.89283994,2015,10,68GHlluSvH5Ik-O85YA0tA,11.5842072,26.798
2057,-79.892985,37.309135,37.30903759,-79.8929826,2019,6,vGrGKrMOT0IFtHaLPrZwvg,10.83399888,26.798
2057,-79.892985,37.309135,37.30915915,-79.89294604,2015,10,Y2VOW14zhOQgI4xR6_W2Rw,4.368328786,26.798
2058,-79.89313667,37.309125,37.30903344,-79.8931016,2019,6,ySDsxwq_hTbchDQkbHmc9Q,10.6433536,26.78233333
2058,-79.89313667,37.309125,37.30903466,-79.89313278,2015,10,FiqWqBszYJixapwY2Tyjew,10.05104225,26.78233333
2059,-79.89328667,37.309125,37.3090376,-79.89334558,2019,6,0OLO0imoSPCPXfqT8krKdA,11.02679448,26.78233333
2059,-79.89328667,37.309125,37.30904724,-79.89336942,2015,10,_2gVJXBs8l79XubtOMnENw,11.32759089,26.78233333
2060,-79.89344,37.30913333,37.30904648,-79.89346962,2019,6,Yhq-wlvdP1r1Mq204p5HNQ,10.00586108,26.8845
2060,-79.89344,37.30913333,37.30916249,-79.8934709,2015,10,r_PwVN1iyHhcHmoAnf6kaA,4.241001901,26.8845
2061,-79.89359333,37.30914667,37.30905603,-79.89359571,2019,6,QtbYtCeQoGs69M9gW9ZtQA,10.08124822,26.8845
2061,-79.89359333,37.30914667,37.30917367,-79.89359998,2015,10,di-95j3dzlC1f3cLsmgEXw,3.058939108,26.8845
2062,-79.89374833,37.30916667,37.3091319,-79.89379254,2019,6,e33jaeWPP98EHtzUlOgVqA,5.498551583,26.98927778
2062,-79.89374833,37.30916667,37.30910424,-79.89378553,2015,10,JnFIgnxfiJxMkxnB3FwZPg,7.682076368,26.98927778
2063,-79.89390333,37.30919,37.30915386,-79.89390427,2019,6,bd_ZQxOdpn2BzJDl5-BmVQ,4.019779048,26.98927778
2063,-79.89390333,37.30919,37.30912515,-79.89387847,2015,8,m9f3IXBWuOWrAgVTr9tQfw,7.538717659,26.98927778
2063,-79.89390333,37.30919,37.30922211,-79.89391751,2015,10,AsZR_crAqyWO7dL_MILZ9Q,3.784559396,26.98927778
2064,-79.89405333,37.30922167,37.3091775,-79.89401499,2019,6,yn8hI5j_CPFkoxnf7i2tFg,5.96812313,27.96892679
2064,-79.89405333,37.30922167,37.30915285,-79.89402413,2015,10,ynGKg19UMtYl-xp1VpbS6A,8.076726513,27.96892679
2065,-79.89436,37.30930167,37.30926409,-79.89435344,2019,6,90-7uPPiE7lOwkkwK_H00w,4.218623092,27.96892679
2065,-79.89436,37.30930167,37.30933308,-79.89436677,2015,10,q89s48BkfWGcM6nUP1wmNg,3.543513015,27.96892679
2066,-79.89465667,37.30939667,37.30938027,-79.89468951,2019,6,ID2WMxbMnTXyS0rTLuBGng,3.429233694,27.97534542
2066,-79.89465667,37.30939667,37.30941726,-79.89461519,2015,10,DS9byKyM9Ak6h8CYQcsODQ,4.324352954,27.97534542
2067,-79.8948,37.309455,37.30942467,-79.89479732,2019,6,x0bAMH78BQk3oPOS_43Wvw,3.380929705,26.99188889
2067,-79.8948,37.309455,37.30946436,-79.89473573,2015,10,0n6ASg3CP--1HwKHbzSt1A,5.779122392,26.99188889
2068,-79.89494167,37.30952167,37.30951988,-79.89500584,2019,6,fIntA13MSb3tK5VpEdngBQ,5.678862019,26.99188889
2068,-79.89494167,37.30952167,37.3095673,-79.89496091,2015,10,CzPBAwMhKt-Y-CTPxX91oQ,5.35185721,26.99188889
2069,-79.89507667,37.30959167,37.30957113,-79.89510698,2019,6,DW0qUNtEtNuVqOqS6dHezA,3.521895276,26.87927778
2069,-79.89507667,37.30959167,37.30962312,-79.89506444,2015,10,esacKPW0tN0ON33QIhhS5g,3.660866063,26.87927778
2071,-79.895325,37.30973667,37.30968344,-79.89530491,2019,6,ypPmFiOZ4WzON75CtZ2IjA,6.17972872,26.77711111
2071,-79.895325,37.30973667,37.30973979,-79.89526049,2015,10,huCbkZhqE6_iqyqFy9WyGQ,5.71557624,26.77711111
2072,-79.89544,37.30981333,37.30976162,-79.89542801,2019,6,XzPXAYJ-ESiAqCCLoTn67A,5.847220939,26.77711111
2072,-79.89544,37.30981333,37.30973424,-79.89543092,2015,10,dcE5pC7qGWIuDP_JRUNWfw,8.83056832,26.77711111
2073,-79.89555833,37.30988667,37.30988408,-79.89561347,2019,6,YApMwa8s2A14z0lXwuYmGQ,4.885120157,26.65405556
2073,-79.89555833,37.30988667,37.30992385,-79.89554906,2015,10,85W_6_UoXD6cF9q7U5q5nQ,4.215235151,26.65405556
2074,-79.89568333,37.30996167,37.30994613,-79.89570778,2019,6,f16nfivq2qWk_cFDF61AUQ,2.767745229,26.65405556
2074,-79.89568333,37.30996167,37.30998719,-79.89564602,2015,10,39xoaxMye_9fFGJ7EgTVxw,4.351984533,26.65405556
2075,-79.89581,37.31004167,37.31000786,-79.89580209,2019,6,l2ADaA2-_k9yS-xMsbnIqA,3.823804273,26.53883333
2075,-79.89581,37.31004167,37.31005118,-79.89574323,2015,10,2R43ugRHc24y0gx79XYQtA,5.999211312,26.53883333
2076,-79.895935,37.31012167,37.31013209,-79.89599301,2019,6,uNeTo294tECLcKda_78YTQ,5.259679738,26.53883333
2076,-79.895935,37.31012167,37.31018192,-79.89594039,2015,10,M5wJ8YzRfoAkh_le5QnqGg,6.716452349,26.53883333
2077,-79.89605333,37.3102,37.31019368,-79.89608852,2019,6,4CQjCopiUrP0bZYAkPpvNg,3.190320635,26.75361111
2077,-79.89605333,37.3102,37.31017311,-79.89611235,2015,10,ySg78YzDwF1tsLi-GComsQ,6.015470599,26.75361111
2078,-79.89617167,37.31027667,37.31025535,-79.89618496,2019,6,VjQQRrkOD4Y6SJxIS9Z6Tg,2.646331059,26.75361111
2078,-79.89617167,37.31027667,37.3102365,-79.89620811,2015,10,MB1PLBQ3iuGMPXxOKwr5iw,5.508086486,26.75361111
2079,-79.89629,37.31035667,37.3103165,-79.89628004,2019,6,#NAME?,4.553129249,26.63055556
2079,-79.89629,37.31035667,37.3103003,-79.8963049,2015,10,vw4njI8zlU3mfSXC5qGqFg,6.405146257,26.63055556
2080,-79.89641167,37.31043833,37.3104398,-79.89647062,2019,6,motKYTGqZVqXWDotToejCw,5.21597217,26.63055556
2080,-79.89641167,37.31043833,37.31047621,-79.89639425,2015,10,5nAAsFsRcPf1mqR-Ek4SQw,4.484760711,26.63055556
2081,-79.89653167,37.31052,37.31050199,-79.89656655,2019,6,uE0KRW1FmrWW4TBjgAhPdg,3.677596567,26.73272222
2081,-79.89653167,37.31052,37.31049281,-79.896595,2015,10,_JAs36NVK3PQUPY6PhtF4Q,6.364669633,26.73272222
2082,-79.89665167,37.31060167,37.31056362,-79.8966606,2019,6,D8OVUeO_zKv0YmOh7M6X_g,4.304118598,26.73272222
2082,-79.89665167,37.31060167,37.31052471,-79.89664292,2015,10,xrE0RAkTBxoELd18i6xWGw,8.592885724,26.73272222
2083,-79.896775,37.31068833,37.31068601,-79.89684717,2019,6,W0IKz83CbYgPgxsW_EjY6g,6.387599906,26.6175
2083,-79.896775,37.31068833,37.31075907,-79.89682889,2015,10,WHbX2kY-hMpnhN9HACAlag,9.196873352,26.6175
2084,-79.89689833,37.31076833,37.31074642,-79.89693925,2019,6,ZULMDISImxLB5vN3njEPDQ,4.36281866,26.6175
2084,-79.89689833,37.31076833,37.31071348,-79.89692712,2015,10,8pV-iVLEayNR7fqSTUgLlw,6.609672015,26.6175
2085,-79.897025,37.31085,37.31080598,-79.89703083,2019,6,hvjj2VdYOZm1kfIc_m6tew,4.92232505,26.73011111
2085,-79.897025,37.31085,37.31077333,-79.8970222,2015,10,ZVf3ZDfgoyC4s_UrGiq9ng,8.528616592,26.73011111
2086,-79.89715,37.310935,37.31092456,-79.89721346,2019,6,kCxaejRoKeREfK4-qQtrkw,5.731423922,26.73011111
2086,-79.89715,37.310935,37.31089377,-79.89721141,2015,10,45Ix0HAri26E_4fAiSCpAg,7.107374849,26.73011111
2087,-79.89727333,37.311015,37.3109839,-79.89730444,2019,6,jevcjlT-z3cVzD5BkWb5kQ,4.419017793,26.6175
2087,-79.89727333,37.311015,37.31098301,-79.89735518,2015,10,E_vSu2u4RvC-MHIoMjOXYg,8.065542436,26.6175
2088,-79.89739667,37.311095,37.31104216,-79.89739695,2019,6,eJKl6pPS6vlpf_MHO4C-mQ,5.875263642,26.6175
2088,-79.89739667,37.311095,37.31101157,-79.89740472,2015,10,iccSLt--CUb4V5NKbzzRqA,9.30375588,26.6175
2089,-79.89751333,37.311165,37.31114783,-79.89759189,2019,6,SesIDmPprPt99cDQEoMkIw,7.205090348,26.74055556
2089,-79.89751333,37.311165,37.31119168,-79.89751475,2015,10,IW734F29SACd_NMveUfNZQ,2.969378052,26.74055556
2090,-79.89764,37.31122833,37.31119278,-79.89769679,2019,6,_0BRzg8j7FPzixAa_m4jJw,6.39127205,26.74055556
2090,-79.89764,37.31122833,37.31116165,-79.89772087,2015,10,avL-uPAogNBydPYEumLS0w,10.30177,26.74055556
2091,-79.897765,37.31128,37.31123086,-79.89780544,2019,6,rtddqBcX0xof1ShWEgCugw,6.530316448,26.74838889
2091,-79.897765,37.31128,37.31119992,-79.89783073,2015,10,Us2alSw-6oRMkC1ocn2_5g,10.6336971,26.74838889
2092,-79.898035,37.31135333,37.31128628,-79.89803036,2019,6,SdQQVgPycNJVEb8HBcNiDQ,7.466397304,26.74838889
2092,-79.898035,37.31135333,37.31138171,-79.89800362,2015,10,xOJAd4lXpLuJu28I4UGvhw,4.202403186,26.74838889
2093,-79.89817833,37.31138,37.31141802,-79.89823264,2015,10,hcaWh271sfNWEC7Y9i34Bg,6.398783912,26.74055556
2094,-79.89847333,37.31139833,37.31131799,-79.89843714,2019,6,s2gZKqCQaO3zJ9N1kxMjOw,9.489121664,26.74055556
2094,-79.89847333,37.31139833,37.3113783,-79.89846132,2015,10,uWkBoQcezQJZ6yN-8J3iuw,2.467703479,26.74055556
2095,-79.89862167,37.31139167,37.31130235,-79.89867069,2019,6,0qbkOQPbuleTfCUookGQFw,10.83638739,26.74055556
2095,-79.89862167,37.31139167,37.31127813,-79.89863506,2015,10,k0kkz-F5iHIOmqtoqW85GQ,12.68011033,26.74055556
2096,-79.89876667,37.31137833,37.31128471,-79.89878592,2019,6,eCeyF7Abi6hU6Dstd-8ysA,10.54838049,26.84794444
2096,-79.89876667,37.31137833,37.31134751,-79.89880437,2015,10,vv16Ygp3j8AZSo7eDIw69Q,4.78108477,26.84794444
2097,-79.89891333,37.311355,37.31126032,-79.89889876,2019,6,BiMJSpKaJBeHVKyPPAYfnw,10.60662146,26.84794444
2097,-79.89891333,37.311355,37.31131991,-79.89892593,2015,10,XeBFaqXB8XVm2-ZlnuM_Pg,4.057356142,26.84794444
2099,-79.89920167,37.31126667,37.31119097,-79.89911633,2019,6,aPY_uKb28MqwYMGx_S5PJA,11.30550119,26.73011111
2099,-79.89920167,37.31126667,37.31124285,-79.89914956,2015,10,_QOxkWxI9cZe99io2uuIJQ,5.315603516,26.73011111
2100,-79.89933833,37.311205,37.31114853,-79.89921841,2019,6,Znfv9HfO1GrAhnBlQ2jPjg,12.32499907,26.84533333
2100,-79.89933833,37.311205,37.31119574,-79.89925463,2015,10,DagOSngXTj0frm0VDb_xCA,7.473855661,26.84533333
2101,-79.89947,37.31113333,37.3110452,-79.8994089,2019,6,zadFOJvaxq42CPUstr-GJw,11.19079635,26.84533333
2101,-79.89947,37.31113333,37.31108691,-79.89945545,2015,10,UIAMUVKdTAVUjakxyaqNBQ,5.319054416,26.84533333
2102,-79.899595,37.31105333,37.31098562,-79.89949757,2019,6,7Olrha0DtRVcFaFpOyhxLw,11.44303055,26.84533333
2102,-79.899595,37.31105333,37.31102492,-79.8995489,2015,10,P32ohbtDqLA4mpD86PoLhQ,5.157653275,26.84533333
2103,-79.89971,37.31096167,37.31092129,-79.89958273,2019,6,u0gswVMhl1FZXdf7Z-p11w,12.11808381,26.84533333
2103,-79.89971,37.31096167,37.31095919,-79.89963655,2015,10,16lzD34UkvZ1JVemLxLfgQ,6.502172108,26.84533333
2104,-79.89982167,37.310865,37.31078535,-79.89974144,2019,6,8F_Xw_CFZbqmh30MGbJB-g,11.3485595,26.73272222
2104,-79.89982167,37.310865,37.31081937,-79.89980089,2015,10,KIJs78PBjycXgPmwvQ_akw,5.396579127,26.73272222
2105,-79.89993167,37.31076167,37.31071559,-79.89981883,2019,6,gAquJgbVqAnCcCCO5Dfdag,11.21785018,26.73272222
2105,-79.89993167,37.31076167,37.31068522,-79.89979816,2015,10,#NAME?,14.54902807,26.73272222
2106,-79.90004333,37.31065333,37.3105763,-79.89997063,2019,6,7EjANiDpKdfzXhFwXeMM5w,10.71006081,26.74055556
2106,-79.90004333,37.31065333,37.3106366,-79.89999753,2015,10,dWxrUK8pgGbSBdbo5GLOGQ,4.45695455,26.74055556
2107,-79.90015667,37.310545,37.31050699,-79.90004562,2019,6,UY8VHLK6t0utvBP_rcPudg,10.69192259,26.74055556
2107,-79.90015667,37.310545,37.31056446,-79.90007535,2015,10,TCqmzeAyEnSZIr_xGle8xA,7.510255388,26.74055556
2108,-79.90027,37.31044,37.31036682,-79.90019853,2019,6,Xi5-2tb0ao7VZJlgzteTGg,10.30366842,26.63055556
2108,-79.90027,37.31044,37.31035186,-79.90016163,2015,10,e4nfyUJr8KcfCMo_Bw8wXw,13.70820835,26.63055556
2109,-79.90038,37.31033667,37.31029704,-79.90027472,2019,6,VYdatknzn_h1kNYr6OBXkw,10.30083496,26.63055556
2109,-79.90038,37.31033667,37.31028506,-79.90023492,2015,10,B94-PaY1i1qF4MekDWQEcg,14.05597813,26.63055556
2110,-79.90048667,37.31023833,37.31018324,-79.90045709,2019,6,WPl9MuNjC991oTlsCCKDmA,6.661252438,26.63838889
2110,-79.90048667,37.31023833,37.3101725,-79.90050792,2015,10,BglL2P76FTSv22XuhHUQqA,7.557713722,26.63838889
2111,-79.90059,37.31014,37.31011243,-79.90053457,2019,6,uRm33H-UpNAE6Be9-FCchA,5.781614814,26.63838889
2111,-79.90059,37.31014,37.31007372,-79.90046649,2015,10,y6pjA3g99YMll1mlepcVow,13.17725084,26.63838889
2112,-79.90069167,37.310045,37.31004148,-79.90061213,2019,6,aSyVk2r0jHzFQJ6jb9IGxg,7.045296979,26.63838889
2112,-79.90069167,37.310045,37.31000181,-79.90054422,2015,10,TOP6ug3Li__OINGJHxvhIg,13.89670337,26.63838889
2113,-79.90079167,37.30995167,37.30990135,-79.9007664,2019,6,gEoDBtkf4WrzqdIS5SM8tg,6.025098712,26.63838889
2113,-79.90079167,37.30995167,37.30994024,-79.90075555,2015,10,EvjJoO6p_hrqkSNvuSengg,3.438010596,26.63838889
2114,-79.90089167,37.30986333,37.30983256,-79.90084191,2019,6,SMiPE78rafn63ikhAbKnvw,5.574258289,26.75883333
2114,-79.90089167,37.30986333,37.30978234,-79.90078195,2015,10,Tz6HX-BU4OmsxQejoDeeQg,13.23869131,26.75883333
2115,-79.90099,37.309775,37.30976421,-79.90091785,2019,6,Qu0YzM3qq760__N9CsUlsw,6.492873085,26.75883333
2115,-79.90099,37.309775,37.30970907,-79.90086173,2015,10,3ZqbZj6fyVim0zpxaaNqQA,13.50682373,26.75883333
2116,-79.90109,37.309685,37.30962772,-79.901074,2019,6,fiHov1bd1_TfLDW6U9RFcQ,6.525052338,26.861
2116,-79.90109,37.309685,37.30960101,-79.90098021,2015,10,4of5zV2Ix3SAtSGpAhSnAg,13.47299537,26.861
2117,-79.90118833,37.30959167,37.30956097,-79.90115361,2019,6,aPmh0t7Mhqfg0qdWh9llsQ,4.59141773,26.861
2117,-79.90118833,37.30959167,37.30953006,-79.90105785,2015,10,sJQzPMG0jQrvUKnKMt6TnA,13.42018723,26.861
